,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
249,1,Brasil,30,Número-índice,110.99,1,Brasil,200204,4º trimestre 2002,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
250,1,Brasil,30,Número-índice,107.38,1,Brasil,200204,4º trimestre 2002,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
251,1,Brasil,30,Número-índice,176.58,1,Brasil,200204,4º trimestre 2002,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
252,1,Brasil,30,Número-índice,98.14,1,Brasil,200204,4º trimestre 2002,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
253,1,Brasil,30,Número-índice,146.07,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
254,1,Brasil,30,Número-índice,105.79,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
255,1,Brasil,30,Número-índice,119.10,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
256,1,Brasil,30,Número-índice,117.52,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
257,1,Brasil,30,Número-índice,112.72,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
258,1,Brasil,30,Número-índice,110.08,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
259,1,Brasil,30,Número-índice,104.41,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
260,1,Brasil,30,Número-índice,171.95,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
261,1,Brasil,30,Número-índice,98.80,1,Brasil,200301,1º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
262,1,Brasil,30,Número-índice,146.01,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
263,1,Brasil,30,Número-índice,106.12,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
264,1,Brasil,30,Número-índice,118.62,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
265,1,Brasil,30,Número-índice,116.55,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
266,1,Brasil,30,Número-índice,111.35,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
267,1,Brasil,30,Número-índice,111.17,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
268,1,Brasil,30,Número-índice,97.09,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
269,1,Brasil,30,Número-índice,176.95,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
270,1,Brasil,30,Número-índice,98.69,1,Brasil,200302,2º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
271,1,Brasil,30,Número-índice,141.81,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
272,1,Brasil,30,Número-índice,109.92,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
273,1,Brasil,30,Número-índice,119.73,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
274,1,Brasil,30,Número-índice,117.51,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
275,1,Brasil,30,Número-índice,111.61,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
276,1,Brasil,30,Número-índice,113.36,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
277,1,Brasil,30,Número-índice,97.66,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
278,1,Brasil,30,Número-índice,179.25,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
279,1,Brasil,30,Número-índice,99.18,1,Brasil,200303,3º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
280,1,Brasil,30,Número-índice,144.25,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
281,1,Brasil,30,Número-índice,111.19,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
282,1,Brasil,30,Número-índice,120.93,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
283,1,Brasil,30,Número-índice,118.73,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
284,1,Brasil,30,Número-índice,112.55,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
285,1,Brasil,30,Número-índice,116.31,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
286,1,Brasil,30,Número-índice,101.94,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
287,1,Brasil,30,Número-índice,185.29,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
288,1,Brasil,30,Número-índice,109.17,1,Brasil,200304,4º trimestre 2003,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
289,1,Brasil,30,Número-índice,145.97,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
290,1,Brasil,30,Número-índice,113.38,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
291,1,Brasil,30,Número-índice,122.93,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
292,1,Brasil,30,Número-índice,120.51,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
293,1,Brasil,30,Número-índice,112.45,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
294,1,Brasil,30,Número-índice,114.15,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
295,1,Brasil,30,Número-índice,105.56,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
296,1,Brasil,30,Número-índice,194.16,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
297,1,Brasil,30,Número-índice,108.40,1,Brasil,200401,1º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
298,1,Brasil,30,Número-índice,148.49,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
299,1,Brasil,30,Número-índice,115.71,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
300,1,Brasil,30,Número-índice,124.94,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
301,1,Brasil,30,Número-índice,123.77,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
302,1,Brasil,30,Número-índice,114.83,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
303,1,Brasil,30,Número-índice,118.30,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
304,1,Brasil,30,Número-índice,109.02,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
305,1,Brasil,30,Número-índice,200.78,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
306,1,Brasil,30,Número-índice,110.98,1,Brasil,200402,2º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
307,1,Brasil,30,Número-índice,148.48,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
308,1,Brasil,30,Número-índice,119.90,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
309,1,Brasil,30,Número-índice,126.17,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
310,1,Brasil,30,Número-índice,125.26,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
311,1,Brasil,30,Número-índice,117.10,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
312,1,Brasil,30,Número-índice,118.23,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
313,1,Brasil,30,Número-índice,111.08,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
314,1,Brasil,30,Número-índice,204.64,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
315,1,Brasil,30,Número-índice,112.00,1,Brasil,200403,3º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
316,1,Brasil,30,Número-índice,146.73,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
317,1,Brasil,30,Número-índice,119.76,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
318,1,Brasil,30,Número-índice,128.25,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
319,1,Brasil,30,Número-índice,126.31,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
320,1,Brasil,30,Número-índice,119.98,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
321,1,Brasil,30,Número-índice,117.73,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
322,1,Brasil,30,Número-índice,109.11,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
323,1,Brasil,30,Número-índice,210.77,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
324,1,Brasil,30,Número-índice,116.07,1,Brasil,200404,4º trimestre 2004,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
325,1,Brasil,30,Número-índice,150.44,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
326,1,Brasil,30,Número-índice,117.99,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
327,1,Brasil,30,Número-índice,128.33,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
328,1,Brasil,30,Número-índice,127.37,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
329,1,Brasil,30,Número-índice,119.73,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
330,1,Brasil,30,Número-índice,118.38,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
331,1,Brasil,30,Número-índice,107.49,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
332,1,Brasil,30,Número-índice,219.96,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
333,1,Brasil,30,Número-índice,118.01,1,Brasil,200501,1º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
334,1,Brasil,30,Número-índice,152.41,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
335,1,Brasil,30,Número-índice,121.90,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
336,1,Brasil,30,Número-índice,129.93,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
337,1,Brasil,30,Número-índice,128.82,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
338,1,Brasil,30,Número-índice,120.33,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
339,1,Brasil,30,Número-índice,119.00,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
340,1,Brasil,30,Número-índice,112.47,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
341,1,Brasil,30,Número-índice,223.56,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
342,1,Brasil,30,Número-índice,120.71,1,Brasil,200502,2º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
343,1,Brasil,30,Número-índice,145.23,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
344,1,Brasil,30,Número-índice,118.35,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
345,1,Brasil,30,Número-índice,130.79,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
346,1,Brasil,30,Número-índice,127.95,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
347,1,Brasil,30,Número-índice,122.21,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
348,1,Brasil,30,Número-índice,120.25,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
349,1,Brasil,30,Número-índice,111.56,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
350,1,Brasil,30,Número-índice,226.85,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
351,1,Brasil,30,Número-índice,120.13,1,Brasil,200503,3º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
352,1,Brasil,30,Número-índice,146.51,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
353,1,Brasil,30,Número-índice,119.91,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
354,1,Brasil,30,Número-índice,131.75,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
355,1,Brasil,30,Número-índice,129.77,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
356,1,Brasil,30,Número-índice,123.98,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
357,1,Brasil,30,Número-índice,120.21,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
358,1,Brasil,30,Número-índice,111.69,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
359,1,Brasil,30,Número-índice,230.74,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
360,1,Brasil,30,Número-índice,121.90,1,Brasil,200504,4º trimestre 2005,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
361,1,Brasil,30,Número-índice,151.48,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
362,1,Brasil,30,Número-índice,121.81,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
363,1,Brasil,30,Número-índice,133.92,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
364,1,Brasil,30,Número-índice,131.64,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
365,1,Brasil,30,Número-índice,125.68,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
366,1,Brasil,30,Número-índice,121.85,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
367,1,Brasil,30,Número-índice,117.66,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
368,1,Brasil,30,Número-índice,233.80,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
369,1,Brasil,30,Número-índice,135.75,1,Brasil,200601,1º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
370,1,Brasil,30,Número-índice,153.24,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
371,1,Brasil,30,Número-índice,119.66,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
372,1,Brasil,30,Número-índice,134.86,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
373,1,Brasil,30,Número-índice,132.19,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
374,1,Brasil,30,Número-índice,127.27,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
375,1,Brasil,30,Número-índice,121.89,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
376,1,Brasil,30,Número-índice,116.70,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
377,1,Brasil,30,Número-índice,219.17,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
378,1,Brasil,30,Número-índice,137.07,1,Brasil,200602,2º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
379,1,Brasil,30,Número-índice,159.85,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
380,1,Brasil,30,Número-índice,121.42,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
381,1,Brasil,30,Número-índice,136.63,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
382,1,Brasil,30,Número-índice,134.33,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
383,1,Brasil,30,Número-índice,128.59,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
384,1,Brasil,30,Número-índice,123.32,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
385,1,Brasil,30,Número-índice,117.34,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
386,1,Brasil,30,Número-índice,248.81,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
387,1,Brasil,30,Número-índice,143.93,1,Brasil,200603,3º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
388,1,Brasil,30,Número-índice,160.67,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
389,1,Brasil,30,Número-índice,124.99,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
390,1,Brasil,30,Número-índice,137.81,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
391,1,Brasil,30,Número-índice,136.05,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
392,1,Brasil,30,Número-índice,130.44,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
393,1,Brasil,30,Número-índice,127.84,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
394,1,Brasil,30,Número-índice,121.11,1,Brasil,200604,4º trimestre 2006,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
